schema_name,property_path,payload_json_path,json_pointer,property_name,type,format,required,nullable,description,enum,ref,item_type,item_ref,example
ConditionalValueDto,operands[].operands,$.operands[*].operands,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionalValueDto,operands[].valueField,$.operands[*].valueField,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
ConditionalValueDto,value,$.value,#/components/schemas/ConditionalValueDto/properties/value,value,string,,False,True,Value that should be returned when conditions are met,,,,,Relationship Manager
ConditionalValueDto,priority,$.priority,#/components/schemas/ConditionalValueDto/properties/priority,priority,integer,int32,False,False,Priority of the value in case when multiple conditional values are evaluated,,,,,1
ConditionalValueDto,valueId,$.valueId,#/components/schemas/ConditionalValueDto/properties/valueId,valueId,string,,False,True,Value Id that should be returned when conditions are met,,,,,RM
DataFieldDto,propertyName,$.propertyName,#/components/schemas/DataFieldDto/properties/propertyName,propertyName,string,,False,True,Property name,,,,,firstName
DataFieldDto,propertyType,$.propertyType,#/components/schemas/DataFieldDto/properties/propertyType,propertyType,string,,False,True,Property type,,,,,text
DataFieldDto,propertyTypeId,$.propertyTypeId,#/components/schemas/DataFieldDto/properties/propertyTypeId,propertyTypeId,string,uuid,False,True,Property type id,,,,,ab92ecbc-bd77-494b-acad-3d2fb0b8136c
DataFieldDto,linkChildFieldPropertyName,$.linkChildFieldPropertyName,#/components/schemas/DataFieldDto/properties/linkChildFieldPropertyName,linkChildFieldPropertyName,string,,False,True,Linked child field property name,,,,,productCategory
DataFieldDto,linkedParentFieldPropertyName,$.linkedParentFieldPropertyName,#/components/schemas/DataFieldDto/properties/linkedParentFieldPropertyName,linkedParentFieldPropertyName,string,,False,True,Linked Parent field property name,,,,,productCategory
DataFieldDto,externalSearchApiProviderId,$.externalSearchApiProviderId,#/components/schemas/DataFieldDto/properties/externalSearchApiProviderId,externalSearchApiProviderId,string,uuid,False,True,External search api provider id,,,,,ab92ecbc-bd77-494b-acad-3d2fb0b8136c
DataFieldDto,propertyTypeVersion,$.propertyTypeVersion,#/components/schemas/DataFieldDto/properties/propertyTypeVersion,propertyTypeVersion,integer,int32,False,True,Property version,,,,,
DataFieldDto,formulaSchema,$.formulaSchema,#/components/schemas/DataFieldDto/properties/formulaSchema,formulaSchema,,,False,True,Number formula schema,,,,,
DataFieldDto,dateTimePeriodFormulaSchema,$.dateTimePeriodFormulaSchema,#/components/schemas/DataFieldDto/properties/dateTimePeriodFormulaSchema,dateTimePeriodFormulaSchema,,,False,True,Date formula schema,,,,,
DataGroupDto,id,$.id,#/components/schemas/DataGroupDto/properties/id,id,string,uuid,False,False,The UiD of the data group,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupDto,versions,$.versions,#/components/schemas/DataGroupDto/properties/versions,versions,array,,False,True,Versions associated to this data group,,,object,#/components/schemas/DataGroupVersionDto,
DataGroupDto,versions[].id,$.versions[*].id,#/components/schemas/DataGroupDto/properties/versions/items/properties/id,id,string,uuid,False,False,The UiD of the data group version,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupDto,versions[].groupId,$.versions[*].groupId,#/components/schemas/DataGroupDto/properties/versions/items/properties/groupId,groupId,string,uuid,False,False,The UiD of the data group that the version belongs to,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupDto,versions[].name,$.versions[*].name,#/components/schemas/DataGroupDto/properties/versions/items/properties/name,name,string,,False,True,Data group Name,,,,,Product
DataGroupDto,versions[].description,$.versions[*].description,#/components/schemas/DataGroupDto/properties/versions/items/properties/description,description,string,,False,True,Data group description,,,,,Set of fields for capturing Product
DataGroupDto,versions[].primaryDataGroupField,$.versions[*].primaryDataGroupField,#/components/schemas/DataGroupDto/properties/versions/items/properties/primaryDataGroupField,primaryDataGroupField,string,,False,True,Property name for Primary Data Group Field,,,,,addressType
DataGroupDto,versions[].disableMultiselectPrimaryFieldOnAdd,$.versions[*].disableMultiselectPrimaryFieldOnAdd,#/components/schemas/DataGroupDto/properties/versions/items/properties/disableMultiselectPrimaryFieldOnAdd,disableMultiselectPrimaryFieldOnAdd,boolean,,False,False,"When this field toggle is enabled, users will not be able to add multiple entries to a Data Group at once",,,,,
DataGroupDto,versions[].cardinality,$.versions[*].cardinality,#/components/schemas/DataGroupDto/properties/versions/items/properties/cardinality,cardinality,boolean,,False,False,Data group cardinality flag,,,,,False
DataGroupDto,versions[].template,$.versions[*].template,#/components/schemas/DataGroupDto/properties/versions/items/properties/template,template,string,,False,True,Data group template,,,,,Product
DataGroupDto,versions[].versionNumber,$.versions[*].versionNumber,#/components/schemas/DataGroupDto/properties/versions/items/properties/versionNumber,versionNumber,integer,int32,False,False,The versions number,,,,,1
DataGroupDto,versions[].effectiveFrom,$.versions[*].effectiveFrom,#/components/schemas/DataGroupDto/properties/versions/items/properties/effectiveFrom,effectiveFrom,string,date-time,False,False,The date that the version takes effect when published,,,,,2021-01-01T14:48:00.000Z
DataGroupDto,versions[].effectiveUntil,$.versions[*].effectiveUntil,#/components/schemas/DataGroupDto/properties/versions/items/properties/effectiveUntil,effectiveUntil,string,date-time,False,True,The calculated date that the version ceases being active,,,,,2021-01-01T14:48:00.000Z
DataGroupDto,versions[].publicationDate,$.versions[*].publicationDate,#/components/schemas/DataGroupDto/properties/versions/items/properties/publicationDate,publicationDate,string,date-time,False,True,The date that the version got published,,,,,2021-01-01T14:48:00.000Z
DataGroupDto,versions[].status,$.versions[*].status,#/components/schemas/DataGroupDto/properties/versions/items/properties/status,status,,,False,False,The status of the version,,,,,Published
DataGroupDto,versions[].created,$.versions[*].created,#/components/schemas/DataGroupDto/properties/versions/items/properties/created,created,string,date-time,False,False,The creation date of the version,,,,,2021-01-01T14:48:00.000Z
DataGroupDto,versions[].isActive,$.versions[*].isActive,#/components/schemas/DataGroupDto/properties/versions/items/properties/isActive,isActive,boolean,,False,False,The calculated flag to annotate whether this is the model's latest version at the time of the query (not necessarily published),,,,,True
DataGroupDto,versions[].signees,$.versions[*].signees,#/components/schemas/DataGroupDto/properties/versions/items/properties/signees,signees,array,,False,True,The defined list of signees for the version,,,object,#/components/schemas/Signee,
DataGroupDto,versions[].signees[].subject,$.versions[*].signees[*].subject,#/components/schemas/DataGroupDto/properties/versions/items/properties/signees/items/properties/subject,subject,string,,False,True,,,,,,
DataGroupDto,versions[].signees[].successor,$.versions[*].signees[*].successor,#/components/schemas/DataGroupDto/properties/versions/items/properties/signees/items/properties/successor,successor,,,False,True,,,,,,
DataGroupDto,versions[].signees[].action,$.versions[*].signees[*].action,#/components/schemas/DataGroupDto/properties/versions/items/properties/signees/items/properties/action,action,,,False,True,,,,,,
DataGroupDto,versions[].signees[].hasProcessedRequest,$.versions[*].signees[*].hasProcessedRequest,#/components/schemas/DataGroupDto/properties/versions/items/properties/signees/items/properties/hasProcessedRequest,hasProcessedRequest,boolean,,False,False,,,,,,
DataGroupDto,versions[].version,$.versions[*].version,#/components/schemas/DataGroupDto/properties/versions/items/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
DataGroupDto,versions[].notes,$.versions[*].notes,#/components/schemas/DataGroupDto/properties/versions/items/properties/notes,notes,string,,False,True,Optional description of changes made that will be visible to all users who can access the version. It's assumed that version notes won't contain 'personal identifiable information'. Please note that having many versions with very long notes could hurt API performance in the long term.,,,,,Example Notes
DataGroupDto,versions[].dataGroupFields,$.versions[*].dataGroupFields,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields,dataGroupFields,array,,False,True,List of data group fields,,,object,#/components/schemas/DataGroupFieldDto,
DataGroupDto,versions[].dataGroupFields[].identifier,$.versions[*].dataGroupFields[*].identifier,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/identifier,identifier,string,uuid,False,False,The UiD of the data group field,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupDto,versions[].dataGroupFields[].name,$.versions[*].dataGroupFields[*].name,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/name,name,string,,False,True,Data group field name,,,,,Product Type
DataGroupDto,versions[].dataGroupFields[].type,$.versions[*].dataGroupFields[*].type,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/type,type,string,,False,True,Data group field type,,,,,DataGroup
DataGroupDto,versions[].dataGroupFields[].order,$.versions[*].dataGroupFields[*].order,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/order,order,number,double,False,True,Data group field order,,,,,2
DataGroupDto,versions[].dataGroupFields[].dataField,$.versions[*].dataGroupFields[*].dataField,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/dataField,dataField,,,False,True,Data group field data field,,,,,
DataGroupDto,versions[].dataGroupFields[].isSensitiveData,$.versions[*].dataGroupFields[*].isSensitiveData,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/isSensitiveData,isSensitiveData,boolean,,False,False,Data group field sensitive data flag,,,,,True
DataGroupDto,versions[].dataGroupFields[].isCoreDefinition,$.versions[*].dataGroupFields[*].isCoreDefinition,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/isCoreDefinition,isCoreDefinition,boolean,,False,False,Data group field core definition flag,,,,,True
DataGroupDto,versions[].dataGroupFields[].validationRule,$.versions[*].dataGroupFields[*].validationRule,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/validationRule,validationRule,,,False,True,Data group field validation data,,,,,
DataGroupDto,versions[].dataGroupFields[].validationRulesV2,$.versions[*].dataGroupFields[*].validationRulesV2,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/validationRulesV2,validationRulesV2,,,False,True,Request DTO representing validation data metadata,,,,,
DataGroupDto,versions[].dataGroupFields[].conditions,$.versions[*].dataGroupFields[*].conditions,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/conditions,conditions,array,,False,True,Data group field conditions list,,,object,#/components/schemas/ConditionDto,
DataGroupDto,versions[].dataGroupFields[].conditions[].id,$.versions[*].dataGroupFields[*].conditions[*].id,#/components/schemas/DataGroupDto/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
